name,rating,price,url,description,instruction,country
Духи концентрированные Zielinski & Rozen  Black vanilla,4.6,2 200,https://goldapple.ru/19000004549-perfume-vanilla-blend,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.
Эрез Розен 

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. 

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
"Духи концентрированные Zielinski & Rozen  Peach, Passion fruit, Musk",4.5,2 200,https://goldapple.ru/19000019544-peach-passion-fruit-musk,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.
Эрез Розен 

Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. 

Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
Свеча ароматическая Vellutier  Madagascar Adventure,-,3 285,https://goldapple.ru/19000131344-madagascar-adventure,"Свечи Vellutier — Это дизайн, элегантность и история, описанная в ароматах.
Это бархатистый воск высочайшего качества, изготовленный по специальному рецепту в уникальном стакане. Его утонченная форма с характерным срезом, образует идеальную фигуру с крышкой из натурального дерева.
Геральдический логотип, выгравированный на деревянной крышке, подчеркивает уникальность благородного материала, раскрывая его неповторимую структуру. Свечи Vellutier имеют специальный хлопковый фитиль, изготовленный с добавлением египетского хлопка. Для его изготовления мы используем хлопок высочайшего качества, который позволяет свече гореть красивым пламенем.
Ароматы Vellutier — это тщательно подобранные элегантные композиции, которые переносят нас в далекие края, рассказывая через уникальные ноты, захватывающие истории о самых красивых уголках мира!
Большое приключение на одном из самых интересных островов в мире ! Посетите Мадагаскар вместе с нами , и откройте для себя его величайшие ароматические сокровища в нотах ванили, белой орхидеи, гелиотропа, окутанных аккордами амбры и сандалового дерева.",Ароматическая композиция,Польша
Парфюмерная вода MIN NEW YORK  SHAMAN,5.0,18 900,https://goldapple.ru/83810100004-shaman,"Shaman от MiN NEW YORK – это чувственное любовное зелье из потустороннего мира. Его преподносит загадочный волшебник. Путешественник во времени. Страж священных сил. Лист фиалки, мандарин и кардамон приоткрывают завесу тайны и пропускают вперёд туманный ладан, мускатный орех, лабданум и абсолют розы. В базе мистического аромата – серая амбра, мёд и пачули. 


",-,Франция
Парфюмерная вода ESSENTIAL PARFUMS PARIS  MON VETIVER,4.4,7 372,https://goldapple.ru/83800200005-mon-vetiver,"Парфюмер – Bruno Jovanovic. «Я представил себе парфюмерную композицию на основе нот ветивера и джина, отражающую современную элегантность. Это аромат с характером, выраженном в древесных нотах».  
Mon Vetiver – это воплощение современной элегантности. Композиция, способная удивлять, создана на основе гаитянского ветивера. Неожиданная нота джина подчёркивает приятную свежесть мексиканского лайма и можжевельника. Лаванда и горечавка пробуждают интерес, который усиливают загадочные пачули из Индонезии и ноты кашмерана. 
Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Компания гарантирует бережное отношение к местным экосистемам и улучшает жизнь фермерских общин Гаити, культивирующих ветивер.  


",-,Франция
Ароматическая свеча А помнишь…  Чай на веранде,-,2 117,https://goldapple.ru/19000290310-caj-na-verande,Ароматическая свеча из кокосового воска с ароматом черной смородины и садовой мяты в стеклянной банке с бамбуковой крышкой.,"Поставить свечу на ровную поверхность, зажечь. Минимальное время горения - 40 минут, чтобы растопился верхний слой воска, максимальное - 3 - 4 часа. Тушить крышкой (не задувать!).",Россия
Рефил для диффузора VENEW  Melon & Mint,-,600,https://goldapple.ru/19000205091-melon-mint,"Рефил - это запасной блок с ароматической жидкостью, довольно выгодный способ продлить жизнь вашего текущего диффузора и аромата для дома. Вам не придётся докупать ароматизатор в полном комплекте за более высокую цену. Дыня / Мята (100 мл) - это яркий, летний аромат дыни с мятной свежестью. Верхние ноты насыщены сочными аккордами очень спелой дыни с привкусом тропических фруктов, а далее в игру вступает свежесть мяты, которая придаёт композиции холодок и прелестную лёгкость. Теплые ванильные нотки в сочетании с мускусом и жасмином успокаивают и мягко закрывают пирамиду. Мятно-леденцовая энергия заряжает бодростью и дарит восхитительное жизнеутверждающее чувство. Солнечная дыня топит мятный лед теплыми фруктовыми тонами. Аромат бесконечно солнечный и очень приятный, характерный. Он создаёт светлую атмосферу, оживляет и заряжает оптимизмом. Ароматизаторы VENEW - это 100% качественный eco-состав без капли спирта, собственное производство, стильный дизайн, сертифицированная продукция, разнообразие самых топовых запахов. Среди нашего ассортимента Вы найдёте знакомые ароматы, изготовленные по мотивам известных брендов, а также изысканные сочетания привычных нот, образующих невероятные букеты. Несомненно, наши товары для истинных ценителей качественного парфюма и подходят как для мужчин, так и для женщин. Такой парфюм для дома не стыдно преподнести в качестве подарка любимому, любимой, папе, маме, другу, сестре, да и просто без повода. Даже самый требовательный эстет найдёт тот аромат, который придётся ему по душе. Мы создаём гармонию, Вы дарите её близким.","Откройте бутылочку, перелейте наполнитель в имеющийся диффузор. Промойте флакон, если тот использовался с другой жидкостью, во избежание искажения аромата. Вставьте новые палочки, переверните через пару минут. Подождите, пока они пропитаются ароматом и начнут отдавать его в окружающее пространство. Интенсивность аромата зависит от выбранного наименования, количества палочек, температуры и циркуляции воздуха в помещении. Не ставьте флакон в угол, в маленькое закрытое помещение, слишком высоко. Идеально - в центре комнаты на уровне пояса. Рекомендуется переворачивать палочки каждые 5-7 дней (если насыщенности недостаточно, следует переворачивать их как можно чаще и/или добавить еще несколько штук). Аромат раскрывается в течение 12-48 часов.  Допускается использование жидкости с исходной ёмкостью.",Россия
Духи FRANCK BOCLET  COCAINE,4.8,16 660,https://goldapple.ru/26142800001-cocaine,"Cocaine Franck Boclet — как в тексте популярной поп-рок композиции Эрика Клэптона: ""Если ты хочешь оторваться, ты должен взять его с собой"". Название аромата, по замыслу парфюмера, символизирует, что он полностью захватывает вас. Верхние ноты: розовые ягоды, горький апельсин, табак, карамель. Ноты сердца: орхидея, лилия, тубероза. Базовые ноты: пачули, ваниль, тиаре. Одновременно яркий и цветочно-восточный характер аромата.
Осторожно, вызывает привыкание!",-,Франция
Парфюмерная вода MIN NEW YORK  DUNE ROAD,4.6,5 347,https://goldapple.ru/19000008791-dune-road,"Летняя прогулка вдоль побережья. Свежий морской бриз. Пена волны накрывает песок. Слышны только шёпот трав, полевых цветов и шум прибоя. В воздухе – аромат влажной древесины, моря, водорослей и соли. С ними сливаются ноты полыни и кардамона, в базе звучат ветивер, кедр и мускус. Dune Road от MiN NEW YORK – это свежий и манящий аромат неуловимых, призрачных удовольствий.",-,Франция
Диффузор IMMERSE  FOG,3.0,2 617,https://goldapple.ru/19000152495-fog,"Аромат FOG – это утренний туман в пышном саду, окружённом кустами чёрной смородины. Терпкие нотки можжевельника и перца чили придают композиции уникальный характер. Аромат привнесёт спокойствие и умиротворение, сделав каждый домашний вечер особенным. Композиция придётся по вкусу ценителям фруктовых и зелёных ароматов в необычном прочтении.","Что бы начать использование диффузора, необходимо открыть крышку и вставить в ёмкость фибровые палочки, которые прилагаются в комплекте;
Регулируйте интенсивность аромата с помощью фибровых палочек: используйте от 1 до 6 палочек и не забывайте переворачивать их раз в 2-3 недели;
Диффузор должен находиться на открытом месте в хорошо проветриваемом помещении;
Диффузор следует хранить вдали от прямых солнечных лучей и источников тепла;
При правильном использовании диффузор прослужит вам от 2 до 4 месяцев в зависимости от объёма. 50 мл- 2-3 месяца / 100 мл - 3-4 месяца;
Не оставляйте диффузор в пределах досягаемости детей и домашних животных.",Россия
Парфюмерный экстракт Mind Games  Castling,4.4,17 885,https://goldapple.ru/19000166820-castling,"В шахматах рокировка превращает защиту в нападение и меняет намерения игрока, которые легко могут привести к победе. Аромат превосходит ожидания и отличается яркостью, элегантностью и утонченностью. 
Бергамот и яркие цветы склоняются перед глубокими нотами белой древесины, ветивера и мускуса. Каким будет ваш следующий ход? Исследуйте разум, чувства, силу духа с MIND GAMES и погрузитесь в стратегически идеальные композиции.
",Распылите на кожу с расстояния 20-30 см.,США
Парфюмерная вода Lera Nena Atelier Parfumes  FAIRYTALE,5.0,7 980,https://goldapple.ru/19000239410-fairytale,"Коллекция селективных ароматов L.N Atelier Parfumes создана Лерой Неной, креативным директором TOPTOP. Это артизанальная парфюмерия ручной работы с особой идеологией – каждый аромат вызывает определенные ассоциации и возвращает в тот или иной момент жизни. Ароматы раскрываются поэтапно и сохраняются на теле, подобно второй коже, до 8 часов, а на одежде – до 2 суток.
Концепция аромата этого аромата вдохновлена новогодними вечеринками и новогодними ярмарками с имбирным печеньем, грогом или глинтвейном. Флакон наполнен глиттером. Если потрясти его, как новогодний шар, магический эффект обеспечен!

Верхние ноты: иланг-иланг, бергамот, ваниль.
Ноты сердца: гелиотроп, гедион, роза.
Базовые ноты: мирра, сандал, миндаль.","Распылять на расстоянии 20см на тело, одежду. Избегать попадания в глаза. Использовать в пищу опасно для жизни.",Россия
Парфюмерная вода DARLING*  Eau de Parfum E-Motion,4.6,2 625,https://goldapple.ru/19000139406-eau-de-parfum-e-motion,"Заскучать, когда тебя захлестывает E-MOTION? Это решительно невозможно! Этот яркий, напоминающий о лете аромат перенесет тебя в тропический рай и создаст иллюзию отпуска 24/7.

Представь: ты потягиваешь любимый коктейль на пляже острова Фиджи, у кристально прозрачной воды, а впереди тебя ждут солнечные дни, полные приключений!

E-MOTION идеален для тебя, если ты любишь лето, путешествия, и точно знаешь, что не стоит воспринимать жизнь слишком серьезно.

Сделано во Франции.",Распылите на основные точки пульса. Не втирайте.,Франция
Парфюмерная вода MIN NEW YORK  STARDUST,4.6,6 417,https://goldapple.ru/19000030996-stardust,"Каждый атом наших тел возник из взорвавшейся звезды. 
Произошедшие из космической звёздной пыли, мы создаем свое пространство в безграничной Вселенной. 
В каждом из нас заложены прекрасные сила и страсть, отражением которых стал аромат MiN NEW YORK Stardust. 
В композиции сочетаются ноты, способные очаровывать и притягивать, как и таинственный космос, который всегда интригует и манит людей. Необычная гармония жасмина, розы, флердоранжа и фиалки с альдегидами и базовыми нотами мускуса, мха и бобов тонка напоминает об удивительной силе внутри нас. Фиалка делает аромат более мягким и пудровым, флёрдоранж придаёт свежесть и легкую сладость, а тонкий мускус обеспечивает стойкость аромата.
",-,Франция
Парфюмерная вода MAISON REBATCHI  Jasmin Satin,-,16 830,https://goldapple.ru/19000028979-jasmin-satin,"Сатиновый жасмин - это метафора, описывающая ароматное сочетание египетского и индийского жасмина. Создавая этот аромат, мы подобно художникам, смешивающим цвета, объединили наши самые чудесные воспоминания о Средиземном море. Два вида жасмина искусно переплетаются в очень нежную, лирическую и свежую композицию, которая раскрывается чувственными нотами гардении и древесины ценных пород. Для нас ""Jasmin Satin"" - это ностальгия о волшебном моменте, когда сияющие искры синей морской воды играют в тени высоких кедров во вспышке ароматных нот.","Парфюмерную воду следует наносить с расстояния 10-15 см. на тепловые точки: под коленями, область живота, запястья, сгибы локтей, район солнечного сплетения, точки за ушами, основание шеи со стороны спины, затылок. Как правило на одну точку достаточно один раз нажать на спрей. Растирать парфюмерную воду не рекомендуется, так как это может нарушить правильный процесс раскрытия композиции. Для повышения стойкости рекомендуем наносить на хорошо увлажненную кожу, комбинируя с кремом, молочком или маслом для тела.",Франция
Набор пробников парфюмерной воды ESSENTIAL PARFUMS PARIS  Discovery set,4.6,2 949,https://goldapple.ru/19000232227-discovery-set,"Попробуйте 9 оригинальных ароматов от 9 знаменитых парфюмеров, создавших яркие и выразительные композиции для ESSENTIAL PARFUMS. 

В набор пробников входят ароматы:
- ORANGE X SANTAL by Natalie Gracia-Cetto (2 мл), 
- NICE BERGAMOTE by Antoine Maisondieu (2 мл), 
- THE MUSC by Calice Becker (2 мл), 
- ROSE MAGNETIC by Sophie Labbé (2 мл), 
- MON VETIVER by Bruno Jovanovic (2 мл), 
- DIVINE VANILLE by Olivier Pescheux (2 мл), 
- BOIS IMPERIAL by Quentin Bisch (2 мл), 
- FIG INFUSION by Nathalie Lorson (2 мл), PATCHOULI MANIA by Fabrice Pellegin (2 мл). 

Откройте для себя изысканные ароматы, созданные на основе тщательно отобранных и экологически чистых ингредиентов, и выберите любимые парфюмерные композиции!",Только для наружного применения.,Франция
Парфюмерная вода MIN NEW YORK  STARDUST,5.0,18 900,https://goldapple.ru/19760328382-stardust,"Каждый атом наших тел возник из взорвавшейся звезды. Произошедшие из космической звёздной пыли, мы создаем свое пространство в безграничной Вселенной. В каждом из нас заложены прекрасные сила и страсть, отражением которых стал аромат MiN NEW YORK Stardust. В композиции сочетаются ноты, способные очаровывать и притягивать, как и таинственный космос, который всегда интригует и манит людей. Необычная гармония жасмина, розы, флердоранжа и фиалки с альдегидами и базовыми нотами мускуса, мха и бобов тонка напоминает об удивительной силе внутри нас. Фиалка делает аромат более мягким и пудровым, флёрдоранж придаёт свежесть и легкую сладость, а тонкий мускус обеспечивает стойкость аромата.

",-,Франция
Диффузор Chiara Firenze  Gracale,-,6 516,https://goldapple.ru/19000135264-gracale,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами.
Парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.

Аромат получил свое название от ветра Грегаля, дующего с северо-востока и несущего корабли из Греции. Это холодный и сухой ветер, который отличается большей интенсивностью и сильными порывами.
Ощущение античности приносят сочетания нот дерева гибискуса и перца, усиленные эссенцией гвоздики, корицы и мускатного ореха.","Парфюмерная композиция, аромамасла.",Италия
Парфюмерная вода ESSENTIAL PARFUMS PARIS  FIG INFUSION by Nathalie Lorson,4.7,2 107,https://goldapple.ru/19000047866-fig-infusion-by-nathalie-lorson,"Парфюмер – Nathalie Lorson. «Я представляла себе искрящийся и светлый аромат, посвященный удовольствиям и радостям жизни. Мне хотелось создать композицию, которая вызовет ассоциации с послеобеденным отдыхом в уютном фруктовом саду и сладкой дремой в тени смоковницы». Успокаивающая композиция от ESSENTIAL PARFUMS PARIS построена вокруг ноты инжира, объединившей фруктовые, сливочные и зеленые оттенки. Сочность свежего фрукта подчеркивают итальянский мандарин, яркая нота черного чая и апельсиновый цвет. Тёплая нота сандала делает композицию более насыщенной, а бензоин, аромат которого напоминает сочетание ванили, амбры и корицы, придаёт изысканную сладость. Создатели парфюмерной воды ESSENTIAL PARFUMS PARIS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Для производства аромата использовались натуральные цветы апельсина из Туниса, бензоин из Вьетнама и черный чай со Шри-Ланки.

Ключевые ноты: инжир, черный чай, мандарин, апельсиновый цвет, сандал, бензоин. 

",-,Франция
